themes,solution,epd,rating,rating_dev,to_move,cp_eval,move1cp,nodes,move1multiPV,move1sel_depth,move1w,move1d,move1l,move2cp,move2multiPV,move2sel_depth,move2w,move2d,move2l,move3cp,move3multiPV,move3sel_depth,move3w,move3d,move3l,orig_w,orig_d,orig_l,white_material,black_material,material_balance,total_material,white_P,white_N,white_B,white_R,white_Q,white_K,black_p,black_n,black_b,black_r,black_q,black_k,crushing,hangingPiece,long,middlegame,advantage,endgame,short,rookEndgame,fork,pawnEndgame,mate,mateIn2,operaMate,master,interference,kingsideAttack,veryLong,zugzwang,exposedKing,skewer,mateIn1,oneMove,opening,pin,quietMove,backRankMate,discoveredAttack,sacrifice,bishopEndgame,bodenMate,deflection,morphysMate,smotheredMate,advancedPawn,attraction,promotion,mateIn3,masterVsMaster,superGM,queensideAttack,knightEndgame,cornerMate,defensiveMove,queenEndgame,attackingF2F7,queenRookEndgame,clearance,intermezzo,equality,pillsburysMate,trappedPiece,hookMate,discoveredCheck,xRayAttack,capturingDefender,swallowstailMate,doubleBishopMate,doubleCheck,arabianMate,mateIn4,epauletteMate,enPassant,vukovicMate,dovetailMate,triangleMate,balestraMate,collinearMove,killBoxMate,anastasiaMate,blindSwineMate,castling,mateIn5,underPromotion,collinear,meaningful_L1,meaningful_L2,meaningful_L3,branching_L2,branching_L3,avg_branching,narrow_L1,narrow_L2,narrow_L3,distance_L1,distance_L2,distance_L3,pieces_L1,pieces_L2,pieces_L3,all_pieces_involved,winning_no_mate,possible_L1,possible_L2,possible_L3,all_possible_moves,all_narrow_solutions,tree_size,move_ratio_L1,move_ratio_L2,move_ratio_L3,sum_distance,avg_distance,solved1320,solved1500,solved1750,solved2000,solved2250,solved2500,solved2750,solved3000
bishopEndgame endgame mate mateIn1 oneMove,c5c4 d7e8,8/3B2pp/p5k1/6P1/1ppp1K2/8/1P6/8 w - -,1709,81,1,1500,1500,135598,1,2,1000,0,0,-66,2,17,0,904,96,-131.0,3.0,41.0,0.0,111.0,889.0,1000,0,0,5,6,-1,11,2,0,1,0,0,1,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,108,1638,1761,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
bodenMate hangingPiece mate mateIn1 middlegame oneMove,c7a8 a5c3,N6r/1p1k1ppp/2np4/b3p3/4P1b1/N1Q5/P4PPP/R3KB1R b KQ -,819,119,-1,-1500,-1500,102851,1,2,1000,0,0,-427,2,22,0,0,1000,-538.0,3.0,28.0,0.0,0.0,1000.0,1000,0,0,33,20,13,53,5,2,1,2,1,1,6,1,2,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,980,34457,35476,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
crushing deflection kingsideAttack long middlegame sacrifice,c4e2 h4h7 c7h7 c1c8 g8g7 c8c7,2r3k1/2r4p/4p1p1/1p1q1pP1/p2P1P1Q/P6R/4bB2/2R3K1 w - -,1780,76,1,257,410,161292,1,51,1000,0,0,-200,2,20,0,2,998,-280.0,3.0,29.0,0.0,0.0,1000.0,1000,0,0,26,28,-2,54,4,0,1,2,1,1,6,0,1,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1.0,2.0,1.5,1,1,0,3,1,7,1,1,2,3,1,28,1256,33162,34446,2,4,0.0357142857142857,0.000796178343949,6.030999336590073e-05,11,2.75,1,1,0,1,1,1,1,1
advantage opening pin short,e7c5 d1h5 f7g8 h5c5,rnbq3r/1p3kpp/p4n2/2b5/2pNP3/2N5/PPP3PP/R1BQ1RK1 w - -,1857,76,1,513,499,471766,1,42,1000,0,0,-25,2,18,3,969,28,-32.0,3.0,21.0,2.0,959.0,39.0,1000,0,0,34,36,-2,70,6,2,1,2,1,1,5,2,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,4,1,5,1,1,1,2,1,35,1415,51213,52663,3,3,0.0285714285714285,0.0007067137809187,1.9526292152383183e-05,10,3.333333333333333,1,1,1,1,1,1,1,1
advantage endgame short skewer,e2e6 h8h1 f1e2 h1a1,7r/6k1/2b1Rp2/8/P1N3p1/5nP1/5P2/Q4K2 b - -,1459,76,-1,382,406,223309,1,37,1000,0,0,-313,2,22,0,0,1000,-462.0,3.0,21.0,0.0,0.0,1000.0,1000,0,0,20,13,7,33,3,1,0,1,1,1,2,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,7,1,7,1,1,1,2,1,36,1081,33020,34137,3,3,0.0277777777777777,0.0009250693802035,3.028467595396729e-05,15,5.0,1,1,1,1,1,1,1,1
mate mateIn2 middlegame morphysMate short,g4h4 c5f2 g2g3 f2g3,5r1k/pp4pp/5p2/1BbQp1r1/7K/7P/1PP3P1/3R3R b - -,1018,80,-1,-1500,-1500,98825,1,4,1000,0,0,-253,2,25,0,0,1000,-261.0,3.0,21.0,0.0,0.0,1000.0,1000,0,0,26,19,7,45,4,0,1,2,1,1,6,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,3,1,0,1,1,0,2,0,30,1248,36118,37396,2,2,0.0333333333333333,0.000801282051282,0.0,4,2.0,1,1,1,1,1,1,1,1
mate mateIn1 middlegame oneMove smotheredMate,f1g1 h3f2,r4rk1/pp3ppp/3b4/2p1pPB1/7N/2PP3n/PP4PP/R2Q2RK b - -,870,76,-1,-1500,-1500,84705,1,2,1000,0,0,-514,2,23,0,0,1000,-541.0,3.0,21.0,0.0,0.0,1000.0,1000,0,0,32,23,9,55,7,1,1,2,1,1,7,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,887,23240,24153,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
advantage hangingPiece middlegame short,c7b6 a6c8 g8h7 c8b7,2r3k1/p4pp1/Qq2p2p/b1Np4/2nP1P2/4P1P1/5K1P/2B1N3 w - -,2190,80,1,246,255,149434,1,37,1000,0,0,-493,2,21,0,0,1000,-499.0,3.0,18.0,0.0,0.0,1000.0,1000,0,0,23,26,-3,49,5,2,1,0,1,1,6,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,1189,36762,37982,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
advantage long middlegame,f7f6 f3d2 c4d2 c2d2 c5c1 e2c1,6k1/1p4p1/1p3p1p/2r1p3/2n5/r3PN2/2RnNPPP/2R3K1 w - -,1908,76,1,284,277,190276,1,28,1000,0,0,-226,2,24,0,0,1000,-234.0,3.0,21.0,0.0,0.0,1000.0,1000,0,0,20,22,-2,42,4,2,0,2,0,1,6,2,0,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,17,2.0,8.5,5.25,1,0,1,2,4,27,1,1,4,4,1,26,924,25256,26206,2,20,0.0384615384615384,0.0021645021645021,0.0006731073804244,33,1.65,0,1,1,1,1,1,1,1
advancedPawn attraction mate mateIn2 middlegame promotion short,f8f7 c2h7 g8h7 g7g8q,1rb3k1/q4rP1/4p2p/3p3p/3P1P2/2P5/2QK3P/3R2R1 w - -,1039,80,1,1500,1500,67630,1,4,1000,0,0,-188,2,22,0,4,996,-270.0,3.0,21.0,0.0,0.0,1000.0,1000,0,0,24,26,-2,50,5,0,0,2,1,1,4,0,1,2,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,5,1,0,1,1,0,2,0,33,1160,37963,39156,2,2,0.0303030303030303,0.0008620689655172,0.0,6,3.0,1,1,1,1,1,1,1,1
endgame long mate mateIn3,b7b5 b4a5 a6b7 c4d6 b7b8 a5d8,6nr/p4p1p/k1p5/1p6/1QN5/2P1P3/4KPqP/8 w - -,1179,84,1,1500,1500,111288,1,6,1000,0,0,-172,2,24,0,9,991,-189.0,3.0,25.0,0.0,3.0,997.0,1000,0,0,16,22,-6,38,4,1,0,0,1,1,5,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,1,1,2,1,1,1,3,0,25,512,12363,12900,3,3,0.04,0.001953125,8.08865162177465e-05,4,1.3333333333333333,0,0,0,1,1,1,1,1
mate mateIn1 middlegame oneMove,h2g3 g6h5,r3k2r/pb1p1ppp/1b4q1/1Q2P3/8/2NP1PP1/PP4P1/R1B2R1K b kq -,1158,77,-1,-1500,-1500,45723,1,2,1000,0,0,36,2,23,28,971,1,0.0,3.0,11.0,4.0,992.0,4.0,1000,0,0,32,30,2,62,7,1,1,2,1,1,5,0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,1450,59067,60559,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
advantage fork master masterVsMaster middlegame short,f2f3 d6c5 g1h1 c5c4,r4rk1/p3ppbp/Pp1q1np1/3PpbB1/2B5/2N2P2/1PPQ2PP/3RR1K1 b - -,959,80,-1,311,314,165389,1,24,1000,0,0,-11,2,21,5,980,15,-82.0,3.0,23.0,0.0,699.0,301.0,1000,0,0,35,35,0,70,7,1,2,2,1,1,7,1,2,2,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,6.0,1.3333333333333333,3.6666666666666665,1,0,4,1,9,8,1,4,2,5,1,40,1664,63686,65390,5,15,0.025,0.0036057692307692,0.0001256163049963,18,1.2,0,0,1,1,1,1,1,1
crushing master masterVsMaster middlegame sacrifice short,d3a6 b6c5 a6c8 c5c4,k1r1b3/p1r1nppp/Bp1qpn2/2Np4/1P1P4/PQR1PN2/5PPP/2R3K1 b - -,1892,75,-1,352,330,144245,1,29,1000,0,0,-65,2,25,0,841,159,-187.0,3.0,24.0,0.0,16.0,984.0,1000,0,0,35,35,0,70,7,2,1,2,1,1,7,2,1,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2.0,2.0,2.0,1,0,1,1,3,5,1,2,2,3,1,35,1478,50428,51941,2,7,0.0285714285714285,0.0013531799729364,7.932101213611486e-05,9,1.2857142857142858,0,0,0,1,1,1,1,1
advantage endgame master masterVsMaster short skewer superGM,g7f6 e7f7 f6e5 f7f4,8/4R3/p4kpp/3B4/5q2/8/5P1P/6K1 w - -,1088,80,1,219,247,203880,1,31,1000,0,0,-285,2,40,0,0,1000,-286.0,3.0,16.0,0.0,0.0,1000.0,1000,0,0,10,12,-2,22,2,0,1,1,0,1,3,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2.0,1.0,1.5,1,0,2,1,2,6,1,1,1,2,1,33,793,17949,18775,3,5,0.0303030303030303,0.0025220680958385,0.0001114268204356,9,1.8,0,1,1,1,1,1,1,1
endgame mate mateIn1 oneMove queensideAttack,f2e3 g6c2,r5k1/pp4pp/4p1q1/4p3/3n4/P3Q1P1/1PP4P/2KR1R2 b - -,925,84,-1,-1500,-1500,37145,1,2,1000,0,0,0,2,21,2,996,2,-168.0,3.0,24.0,0.0,13.0,987.0,1000,0,0,24,23,1,47,5,0,0,2,1,1,6,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,1127,35966,37125,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
crushing endgame knightEndgame long,b7b6 b4b5 c3d1 e3e2 a6b5 a5a6,8/2p5/pp1p4/P2Pk2p/1PP1p2P/2n1K2P/3N4/8 w - -,1992,76,1,347,435,146193,1,28,1000,0,0,-112,2,24,0,319,681,-214.0,3.0,19.0,0.0,1.0,999.0,1000,0,0,9,9,0,18,6,1,0,0,0,1,6,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,112,1138,1259,0,0,0.0,0.0,0.0,0,0.0,0,1,1,1,1,1,1,1
crushing endgame fork short,f1c1 c3e2 g1f1 e2c1,5rk1/5ppp/4p3/4N3/8/1Pn5/5PPP/2R3K1 b - -,654,81,-1,545,577,743704,1,26,1000,0,0,12,2,16,3,996,1,10.0,3.0,17.0,3.0,996.0,1.0,1000,0,0,12,12,0,24,4,1,0,1,0,1,4,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2.0,1.0,1.5,1,0,2,2,2,4,1,1,1,2,1,20,491,9952,10463,3,5,0.05,0.0040733197556008,0.000200964630225,8,1.6,1,1,1,1,1,1,1,1
master mate mateIn1 middlegame oneMove,g1f2 b8g3,1qr2rk1/1p1p1ppp/pB2p1n1/7n/2P1P3/1Q2NP1P/PP2BKPb/3R1R2 b - -,1125,77,-1,-1500,-1500,112733,1,2,1000,0,0,287,2,26,1000,0,0,266.0,3.0,27.0,1000.0,0.0,0.0,1000,0,0,35,35,0,70,7,1,2,2,1,1,7,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,155,3438,19.375,22.18064516129032,20.77782258064516,0,2,18,17,259,6447,4,4,6,6,1,37,1352,48938,50327,20,3601,0.2162162162162162,0.1146449704142011,0.0702521557889574,6723,1.8669813940572064,1,1,1,1,1,1,1,1
advancedPawn crushing endgame veryLong,d5f4 g5f4 h3h4 f2g2 h4h5 f4f3 d1d2 f3f2,8/8/8/6p1/5N2/3p3P/5kP1/3K4 b - -,1621,86,-1,500,503,46057,1,16,1000,0,0,-23,2,16,0,994,6,-30.0,3.0,20.0,0.0,990.0,10.0,1000,0,0,5,2,3,7,2,1,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2.0,1.0,1.5,1,0,2,1,2,2,1,2,1,2,1,7,71,429,507,3,5,0.1428571428571428,0.028169014084507,0.0046620046620046,5,1.0,0,0,1,1,1,1,1,1
advantage fork middlegame short,c6e5 d4e5 d6e7 e5f6,r3brk1/5pp1/p2qpn1p/P2pn3/2pP4/2P1PN2/5PPP/RB1QK2R w KQ -,1205,85,1,352,401,80325,1,31,1000,0,0,-38,2,19,1,958,41,-461.0,3.0,17.0,0.0,0.0,1000.0,1000,0,0,32,35,-3,67,7,1,1,2,1,1,7,2,1,2,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5.0,1.0,3.0,1,0,5,1,6,5,1,1,1,2,1,34,1090,36076,37200,6,11,0.0294117647058823,0.0045871559633027,0.0001385962967069,12,1.0909090909090908,0,1,1,1,1,1,1,1
crushing discoveredAttack middlegame short,f8e7 f3e5 c7e5 e2g4,r3k2r/ppq1bppp/4pn2/2Ppn3/1P4bP/2P2N2/P3BPP1/RNBQ1RK1 w kq -,1615,78,1,337,350,185310,1,31,1000,0,0,-15,2,19,9,961,30,-73.0,3.0,21.0,1.0,747.0,252.0,1000,0,0,38,38,0,76,7,2,2,2,1,1,7,2,2,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,2,2,2,1,1,1,3,1,37,1617,57888,59542,3,3,0.027027027027027,0.0006184291898577,1.7274737423991155e-05,6,2.0,0,1,1,1,1,1,1,1
advantage endgame interference long,d7g4 e3e5 f7f6 e5c7 g7h6 c7h2,7r/p4pk1/1pp3p1/8/6q1/4Q3/PP1R1P1r/5KN1 w - -,2285,99,1,384,377,634587,1,41,1000,0,0,-436,2,22,0,0,1000,-498.0,3.0,27.0,0.0,0.0,1000.0,1000,0,0,20,24,-4,44,3,1,0,1,1,1,5,0,0,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,2,1,6,1,1,1,3,1,39,1761,57690,59490,3,3,0.0256410256410256,0.0005678591709256,1.7334026694401108e-05,9,3.0,1,1,1,1,1,1,1,1
advantage middlegame short,d7e5 f5f6 e5f3 f1f3,3r1rk1/1b3pp1/3p4/p3nPPQ/4P3/3q1BN1/8/2R2RK1 w - -,2464,88,1,208,274,292003,1,28,1000,0,0,45,2,32,37,963,0,-7.0,3.0,21.0,2.0,994.0,4.0,1000,0,0,28,29,-1,57,3,1,1,2,1,1,4,1,1,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,1332,43961,45330,0,0,0.0,0.0,0.0,0,0.0,0,0,1,1,1,1,1,1
deflection mate mateIn2 middlegame short,g8f8 h7h8 f8e7 h8g7,rn1qrk2/ppp3pQ/3p1pP1/3Pp3/2P1P3/8/PP3PP1/R1B1K3 w Q -,908,77,1,1500,1500,83818,1,4,1000,0,0,177,2,21,991,9,0,168.0,3.0,31.0,985.0,15.0,0.0,1000,0,0,25,29,-4,54,8,0,1,1,1,1,7,1,0,2,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,1,1,0,1,1,0,2,0,28,415,12397,12840,2,2,0.0357142857142857,0.0024096385542168,0.0,2,1.0,1,1,1,1,1,1,1,1
crushing middlegame short,f5g4 e5g4 f6g4 d1g4,r3qrk1/2p2pp1/p2bpn1p/2ppN3/3P1Pb1/1PP1P1B1/P2N2PP/R2Q1RK1 w - -,964,94,1,461,455,305387,1,31,1000,0,0,-95,2,20,0,562,438,-102.0,3.0,26.0,0.0,483.0,517.0,1000,0,0,36,36,0,72,8,2,1,2,1,1,8,1,2,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,217,10.0,21.7,15.85,1,0,1,2,15,304,1,5,6,6,1,38,1247,46703,47988,2,228,0.0263157894736842,0.008019246190858,0.0046463824593709,321,1.4078947368421053,1,1,1,1,1,1,1,1
cornerMate mate mateIn1 middlegame oneMove,f4h6 f5g3,7k/p4R1p/3p3B/2pN1n2/2PbB1b1/3P2P1/P3r3/5R1K b - -,983,79,-1,-1500,-1500,61500,1,2,1000,0,0,-667,2,25,0,0,1000,-931.0,3.0,20.0,0.0,0.0,1000.0,1000,0,0,23,18,5,41,4,1,2,2,0,1,4,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,1143,32749,33923,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
advantage fork opening short,f1b5 e7b4 b1c3 b4b2,r3kbnr/ppp1qppp/2n5/1B1pP3/5B2/4PQ2/PPP2PPP/RN2K2R b KQkq -,1564,75,-1,100,121,162790,1,37,727,273,0,-178,2,17,0,26,974,-221.0,3.0,25.0,0.0,4.0,996.0,218,782,0,36,35,1,71,8,1,2,2,1,1,7,2,1,2,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,1128,35080,36237,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1,1,1
crushing kingsideAttack middlegame short,g1h1 f6f4 d1f3 f4f3,r4rk1/pp3ppp/3p1q2/P1P1p3/2B5/2B2n2/2P2P1P/R2Q1R1K b - -,1663,76,-1,650,647,71274,1,31,1000,0,0,0,2,14,3,994,3,-71.0,3.0,18.0,0.0,843.0,157.0,1000,0,0,30,29,1,59,5,0,2,2,1,1,7,1,0,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,2,3,1,1,1,1,3,1,35,1348,46636,48019,3,3,0.0285714285714285,0.0007418397626112,2.144266232095377e-05,6,2.0,1,1,1,1,1,1,1,1
